satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Department,salary
1,0.89,4,152,,technical,low
0.63,0.51,3,126,,technical,low
0.24,0.74,6,106,,technical,low
0.44,0.38,4,128,,support,low
0.92,0.57,3,191,,support,low
0.51,0.51,4,189,,support,low
0.77,0.71,5,141,,support,low
0.8,0.97,4,220,,support,low
0.84,0.46,5,118,,support,low
0.91,0.88,5,223,,support,low
0.64,0.61,3,263,,support,low
0.15,0.59,5,209,,support,medium
0.74,0.58,4,193,,support,medium
0.94,0.78,4,211,,support,medium
0.57,0.58,3,192,,technical,medium
0.92,0.63,5,156,,technical,medium
0.76,0.54,5,278,,technical,medium
0.73,0.92,3,199,,management,medium
0.24,0.6,2,194,,IT,medium
0.42,0.47,2,125,,IT,medium
0.92,0.82,4,96,,IT,medium
0.92,0.94,3,234,,IT,medium
0.68,0.55,6,181,,IT,medium
0.49,0.86,4,246,,product_mng,medium
0.57,0.98,3,171,,product_mng,medium
0.3,0.66,3,198,,product_mng,medium
0.17,0.81,5,280,,product_mng,medium
0.91,0.49,3,267,,IT,medium
0.83,0.91,3,251,,RandD,medium
0.87,0.76,5,182,,RandD,medium
0.71,0.8,4,157,,RandD,medium
0.88,0.5,3,206,,RandD,medium
0.63,0.94,3,237,,RandD,medium
0.99,0.58,2,166,,marketing,medium
0.99,0.81,4,229,,sales,medium
0.77,0.53,5,256,,accounting,medium
0.64,0.69,5,114,,support,medium
0.61,1,5,243,,technical,medium
0.37,0.82,3,199,,management,medium
0.19,1,4,188,,marketing,medium
0.96,0.87,4,187,,marketing,medium
0.8,0.62,4,216,,marketing,medium
0.14,0.63,6,215,,sales,low
0.15,0.69,6,213,,sales,low
0.52,0.82,4,198,,sales,low
0.27,0.55,5,121,,sales,low
0.97,0.96,3,212,,sales,low
0.52,0.93,2,271,,sales,low
0.98,0.89,3,186,,sales,low
0.96,0.95,4,265,,sales,low
0.28,0.92,3,151,,sales,low
0.65,0.55,5,206,,sales,low
0.59,0.63,4,153,,sales,low
0.64,0.48,4,267,,sales,low
0.71,0.48,3,161,,sales,low
0.83,0.84,2,149,,sales,low
0.95,0.94,2,269,,sales,low
0.73,0.49,3,248,,sales,low
0.81,0.75,4,243,,sales,low
0.71,0.44,2,207,,sales,low
0.8,0.56,6,111,,sales,low
0.85,0.53,3,226,,accounting,low
0.41,0.7,2,151,,accounting,low
0.51,0.84,4,224,,accounting,medium
0.49,0.57,4,146,,hr,medium
0.76,0.55,4,163,,hr,medium
0.57,0.69,4,255,,hr,medium
0.54,0.48,6,196,,hr,medium
0.68,0.74,3,227,,technical,medium
0.7,0.5,3,251,,technical,medium
0.77,0.87,4,209,,technical,medium
0.95,0.51,3,254,,technical,medium
0.5,0.64,3,249,,technical,low
0.99,0.53,4,131,,technical,low
0.94,0.51,5,142,,technical,low
0.83,0.66,3,239,,technical,low
0.64,0.81,3,225,,technical,low
0.16,0.73,6,170,,technical,low
0.83,0.71,3,254,,technical,low
0.93,0.73,4,156,,support,low
0.32,0.64,3,151,,support,low
0.12,0.9,3,200,,support,low
0.5,0.5,3,184,,support,low
0.57,0.74,3,257,,support,low
0.25,0.75,5,194,,support,low
0.98,0.56,3,139,,support,low
0.81,0.51,3,273,,support,low
0.94,0.63,5,261,,support,low
0.83,0.57,3,135,,support,low
0.77,0.4,4,207,,support,low
0.57,0.65,4,265,,technical,low
0.18,0.96,5,208,,technical,medium
0.67,0.71,4,159,,technical,medium
0.35,0.47,4,151,,management,medium
0.78,0.44,3,97,,IT,medium
0.72,0.79,4,154,,IT,medium
0.9,0.58,3,264,,IT,medium
0.58,0.49,3,135,,IT,medium
0.64,0.56,3,238,,IT,medium
0.91,0.79,4,166,,product_mng,medium
0.59,0.51,3,156,,product_mng,medium
0.76,0.8,3,202,,product_mng,medium
0.76,0.85,3,204,,product_mng,medium
0.51,0.69,3,135,,IT,medium
0.54,0.55,4,252,,RandD,medium
0.67,0.93,5,254,,RandD,medium
0.68,0.44,5,165,,RandD,medium
0.97,0.58,3,200,,RandD,medium
0.5,0.74,3,155,,RandD,medium
0.81,0.52,3,162,,marketing,medium
0.77,0.73,4,159,,sales,medium
0.59,0.75,4,266,,accounting,medium
1,0.96,4,155,,support,medium
0.74,0.95,5,170,,technical,medium
0.91,0.52,4,172,,management,high
0.77,0.65,3,187,,marketing,low
0.79,0.98,4,185,,marketing,medium
0.82,0.51,5,232,,marketing,medium
0.89,0.96,5,260,,sales,low
0.83,0.62,4,218,,sales,low
0.72,0.7,4,217,,sales,low
0.7,0.74,3,212,,sales,low
1,0.89,3,189,,sales,low
0.57,0.66,4,158,,sales,low
0.55,0.54,5,168,,sales,low
0.47,0.7,4,134,,sales,low
0.95,0.77,4,213,,sales,low
0.29,0.57,5,149,,sales,low
0.71,0.5,3,201,,sales,low
0.89,0.68,4,146,,sales,low
0.81,0.97,4,212,,sales,low
0.72,0.64,4,140,,sales,low
1,0.85,4,156,,sales,low
0.79,0.49,4,163,,sales,high
0.69,0.84,3,154,,sales,low
0.97,0.66,4,218,,sales,high
0.61,0.59,3,157,,sales,high
0.71,0.89,3,222,,accounting,low
0.96,0.76,4,152,,accounting,low
0.77,0.73,5,263,,accounting,high
0.57,0.99,3,231,,hr,low
0.92,0.76,4,258,,hr,medium
0.99,0.92,5,213,,hr,high
0.86,0.73,3,159,,hr,medium
0.78,0.66,4,156,,technical,low
0.85,0.66,3,235,,technical,low
0.38,0.6,4,190,,technical,low
0.63,0.93,4,238,,technical,low
0.66,0.72,4,137,,technical,low
0.19,0.79,5,171,,technical,low
0.63,0.59,4,249,,technical,low
0.32,0.74,6,205,,technical,low
0.73,0.55,3,149,,technical,low
0.75,0.89,4,139,,technical,low
0.7,0.66,4,168,,technical,low
0.77,0.61,4,181,,support,low
0.83,0.8,4,150,,support,low
0.75,0.49,4,246,,support,low
0.97,0.54,3,271,,support,medium
0.75,0.55,5,204,,support,low
0.66,0.84,3,170,,support,low
0.56,0.49,3,208,,support,low
0.77,0.98,2,226,,support,low
0.82,0.81,3,149,,support,low
0.85,0.59,2,264,,support,low
0.49,0.79,5,177,,support,low
0.24,0.87,4,262,,technical,low
0.32,0.74,3,211,,technical,low
0.77,0.51,4,141,,technical,low
0.77,0.83,5,197,,management,high
0.93,0.87,3,154,,IT,low
0.22,0.74,5,178,,IT,low
0.24,0.89,5,169,,IT,low
0.99,0.99,3,228,,IT,low
0.61,0.5,3,231,,IT,high
0.6,0.91,4,185,,product_mng,low
0.79,0.7,3,195,,product_mng,low
0.94,0.62,3,147,,product_mng,low
0.18,0.85,5,192,,product_mng,high
0.51,0.73,5,241,,IT,low
0.55,0.92,3,151,,RandD,medium
0.73,0.74,3,221,,RandD,high
0.41,0.63,5,263,,RandD,medium
0.88,0.66,3,178,,RandD,high
0.23,0.56,5,169,,RandD,medium
0.78,0.56,3,271,,marketing,medium
0.34,0.69,3,155,,marketing,medium
0.51,0.41,2,164,,sales,medium
0.8,0.86,3,226,,accounting,medium
0.66,0.57,4,220,,support,medium
0.62,0.63,5,153,,technical,medium
0.5,0.97,2,252,,management,medium
0.96,0.94,3,182,,marketing,high
0.5,0.84,3,150,,marketing,low
0.73,0.69,6,273,,marketing,medium
0.47,0.39,6,215,,sales,medium
0.49,0.83,3,172,,sales,medium
0.92,0.62,3,264,,sales,medium
0.24,0.39,5,158,,sales,medium
0.61,0.58,4,142,,sales,medium
0.83,0.89,4,137,,sales,medium
0.88,0.66,4,275,,sales,medium
0.61,0.55,3,245,,sales,medium
0.68,0.54,4,165,,sales,high
0.51,0.7,4,142,,sales,low
0.88,0.58,4,215,,sales,low
0.94,0.84,5,240,,sales,low
0.58,0.88,4,255,,sales,high
0.63,0.98,4,265,,sales,low
0.81,0.49,4,285,,sales,low
0.61,0.86,3,238,,sales,low
0.65,0.63,3,137,,sales,high
0.67,0.63,3,270,,sales,low
0.64,0.62,4,145,,sales,low
0.25,0.76,6,182,,accounting,low
0.13,0.62,3,264,,accounting,low
0.14,0.89,3,212,,accounting,low
0.74,0.51,5,198,,hr,low
0.8,0.81,5,200,,hr,low
0.5,0.56,3,263,,hr,medium
0.69,0.75,4,249,,hr,medium
0.91,0.53,4,212,,technical,low
0.8,0.51,3,159,,technical,low
0.93,0.52,3,181,,technical,low
0.57,0.99,3,100,,technical,low
0.51,0.58,2,218,,technical,low
0.98,0.54,4,178,,technical,low
0.85,0.83,4,219,,technical,low
0.73,0.56,5,239,,technical,low
0.97,0.9,3,255,,technical,low
0.52,0.61,4,163,,technical,low
0.31,0.38,3,173,,technical,low
0.49,0.77,3,147,,support,low
0.81,0.44,4,166,,support,low
0.52,0.8,5,209,,support,low
0.69,0.56,5,271,,support,low
0.7,0.74,3,253,,support,low
0.65,0.85,4,233,,support,low
0.54,0.71,2,194,,support,low
0.57,0.49,2,237,,support,low
0.78,0.9,4,238,,support,low
0.99,0.92,4,212,,support,low
0.57,0.83,5,189,,support,low
0.33,0.58,3,115,,technical,low
0.97,0.58,4,159,,technical,low
0.95,0.58,5,133,,technical,low
0.69,0.83,5,225,,management,low
0.97,0.91,2,112,,IT,low
0.4,0.59,3,111,,IT,low
0.67,0.71,4,178,,IT,low
0.96,0.58,5,178,,IT,low
0.49,0.95,2,181,,IT,low
0.56,0.66,3,139,,product_mng,low
0.99,0.78,2,177,,product_mng,low
0.49,0.88,4,270,,product_mng,low
0.53,0.69,4,135,,product_mng,low
0.75,0.5,4,166,,IT,low
0.51,0.89,3,230,,marketing,low
0.65,0.9,3,163,,marketing,medium
0.45,0.66,2,236,,marketing,medium
0.98,0.91,3,264,,marketing,medium
0.9,0.74,3,185,,marketing,medium
0.37,0.62,4,253,,marketing,medium
0.52,0.99,4,253,,marketing,medium
0.96,0.78,3,135,,sales,medium
0.99,0.7,2,182,,accounting,medium
0.66,0.56,5,202,,support,medium
0.84,0.54,5,186,,technical,medium
0.16,0.87,5,163,,management,medium
0.75,0.59,3,242,,marketing,medium
0.52,0.74,3,160,,marketing,high
0.86,0.86,3,173,,marketing,low
0.75,0.53,3,154,,sales,medium
0.73,0.99,3,160,,sales,medium
0.98,0.84,3,139,,sales,medium
0.8,0.84,3,251,,sales,medium
0.18,0.48,4,176,,sales,low
0.37,0.72,2,163,,sales,low
0.97,0.86,3,257,,sales,low
0.56,0.68,4,159,,sales,low
0.32,0.65,2,183,,sales,low
0.63,0.88,4,260,,sales,low
0.36,0.78,6,151,,sales,low
0.75,0.49,4,246,,sales,low
0.42,0.86,3,160,,sales,low
0.96,0.66,3,155,,sales,low
0.62,0.78,5,250,,sales,low
0.78,0.96,2,174,,sales,low
0.93,0.89,3,262,,sales,low
0.93,0.87,4,257,,sales,low
0.45,0.42,4,140,,sales,low
0.44,0.56,3,123,,accounting,medium
0.57,0.55,3,264,,accounting,medium
0.77,0.51,2,254,,accounting,medium
0.6,0.98,4,205,,hr,medium
0.25,0.94,6,199,,hr,medium
0.59,0.43,3,171,,hr,medium
0.29,0.57,5,98,,hr,medium
0.5,0.95,3,166,,technical,low
0.91,0.94,4,264,,technical,low
0.78,0.65,3,176,,technical,low
0.73,0.76,2,166,,technical,low
0.51,0.59,4,169,,technical,low
0.65,0.82,4,257,,technical,low
0.25,0.87,3,265,,technical,low
0.5,0.63,5,167,,technical,low
0.53,0.58,4,134,,technical,low
0.57,0.76,2,176,,technical,low
0.77,0.91,5,274,,technical,low
0.94,0.77,3,201,,support,low
0.5,0.53,3,121,,support,low
0.47,0.57,3,97,,support,low
0.92,0.54,4,217,,support,low
0.9,0.87,3,220,,support,low
0.54,0.46,2,98,,support,low
0.58,0.97,5,265,,support,low
0.95,0.87,3,201,,support,low
0.52,0.71,3,151,,support,low
0.83,0.51,4,199,,support,low
0.54,0.92,4,175,,support,low
0.8,0.85,5,253,,technical,low
0.52,0.57,3,183,,technical,low
0.83,0.8,5,223,,technical,low
0.74,0.55,5,168,,management,low
0.87,0.71,5,244,,IT,low
0.45,0.87,2,268,,IT,low
0.72,0.72,4,218,,IT,low
0.27,0.85,2,277,,IT,low
0.51,0.88,5,225,,IT,low
0.55,0.55,4,257,,product_mng,low
0.89,0.69,4,170,,product_mng,low
0.85,0.86,3,179,,product_mng,low
0.29,0.85,4,211,,product_mng,low
0.96,0.5,3,217,,IT,low
0.9,0.68,3,135,,RandD,low
0.28,0.94,6,167,,RandD,low
0.93,0.98,4,189,,RandD,medium
0.51,0.57,3,162,,RandD,medium
0.97,0.76,3,193,,RandD,medium
0.71,0.55,4,273,,RandD,medium
0.52,0.69,6,138,,marketing,medium
0.87,0.84,4,237,,sales,medium
0.78,0.61,5,260,,accounting,medium
0.57,0.82,3,149,,support,medium
0.34,0.49,4,149,,technical,medium
0.95,0.95,4,137,,management,medium
0.72,0.73,5,167,,marketing,medium
0.61,0.37,4,165,,marketing,medium
0.39,0.39,2,131,,marketing,high
0.72,0.59,5,138,,sales,low
0.86,0.91,4,234,,sales,medium
0.69,0.67,4,141,,sales,medium
0.5,0.65,4,266,,sales,medium
0.62,0.68,3,134,,sales,medium
0.76,0.55,4,147,,sales,low
0.97,0.88,4,237,,sales,low
0.78,0.57,5,114,,sales,low
0.81,0.89,4,166,,sales,low
0.15,0.95,4,173,,sales,low
0.72,0.5,3,205,,sales,low
0.8,0.5,3,219,,sales,low
0.76,0.74,3,173,,sales,low
0.19,0.73,4,231,,sales,low
0.75,0.75,5,133,,sales,low
0.94,0.49,4,220,,sales,low
0.93,0.59,5,158,,sales,low
0.96,0.92,3,182,,sales,low
0.14,0.57,6,275,,sales,low
0.75,0.71,3,237,,accounting,low
0.6,0.59,5,146,,accounting,low
0.65,0.48,4,144,,accounting,low
0.59,0.79,2,195,,hr,low
0.93,0.78,5,191,,hr,medium
0.5,1,3,149,,hr,medium
0.62,0.55,4,137,,hr,medium
0.24,0.58,3,184,,technical,medium
0.66,0.87,4,139,,technical,medium
0.55,0.95,4,249,,technical,medium
0.91,0.66,3,168,,technical,medium
0.59,0.51,2,145,,technical,medium
0.74,0.54,5,221,,technical,medium
0.43,0.51,2,123,,technical,medium
0.85,0.99,6,153,,technical,medium
0.46,0.54,3,183,,technical,medium
0.48,0.56,4,271,,technical,high
0.96,1,4,167,,technical,low
0.55,0.9,4,177,,support,medium
0.82,0.74,3,256,,support,medium
0.24,0.65,3,143,,support,medium
0.69,0.71,3,241,,support,medium
0.29,0.68,4,210,,support,low
0.53,0.7,4,155,,support,low
0.65,0.77,2,248,,support,low
0.57,0.53,3,162,,support,low
0.6,0.5,4,137,,support,low
0.79,0.55,5,242,,support,low
0.41,0.5,6,257,,support,low
0.79,0.72,5,245,,technical,low
0.5,0.8,3,234,,technical,low
0.8,0.76,4,135,,technical,low
0.61,0.79,5,269,,management,low
0.99,0.68,4,238,,IT,low
0.77,0.86,3,101,,IT,low
0.7,0.52,5,200,,IT,low
0.55,0.87,3,241,,IT,low
0.87,0.63,3,143,,IT,low
0.97,0.6,3,169,,product_mng,low
0.56,0.99,4,270,,product_mng,low
0.99,0.81,4,246,,product_mng,low
0.57,0.66,4,151,,product_mng,low
1,0.84,3,227,,IT,low
0.97,0.74,3,134,,marketing,high
0.81,0.54,4,155,,accounting,high
0.76,0.48,5,173,,accounting,high
0.95,0.55,5,134,,IT,medium
0.81,0.65,3,195,,IT,medium
0.8,0.65,3,264,,management,high
0.72,0.57,3,203,,marketing,medium
0.68,0.65,3,243,,sales,medium
0.21,0.61,6,159,,accounting,medium
0.46,0.4,3,145,,support,medium
0.8,0.7,3,238,,technical,medium
0.57,0.64,4,151,,management,medium
0.58,0.57,5,205,,marketing,high
0.91,1,4,211,,marketing,low
0.63,0.67,5,169,,marketing,medium
0.95,0.86,2,263,,sales,medium
0.87,0.67,5,143,,sales,medium
0.22,0.53,5,160,4,sales,medium
0.95,0.65,5,142,2,sales,low
0.18,0.5,4,169,4,sales,low
0.87,0.63,5,214,3,sales,low
0.23,0.84,5,131,5,sales,low
0.93,0.69,3,213,4,sales,low
0.58,0.75,4,244,4,sales,low
0.68,0.55,4,169,3,sales,low
0.76,0.71,4,156,3,sales,low
0.68,0.84,5,161,3,sales,low
0.99,0.47,3,152,5,sales,low
0.64,0.55,3,201,2,sales,low
0.61,0.83,5,269,5,sales,low
0.51,0.5,5,242,2,sales,low
0.69,0.66,3,113,4,sales,low
0.85,0.6,3,251,2,sales,low
0.55,0.89,6,99,3,sales,low
0.56,0.89,4,263,3,accounting,low
0.69,0.68,4,214,4,accounting,low
0.61,0.46,4,172,3,accounting,low
0.47,0.65,4,172,2,hr,low
0.58,0.79,4,196,3,hr,low
0.16,0.56,5,152,5,hr,medium
0.53,0.64,2,109,3,hr,medium
0.82,0.82,5,193,4,technical,medium
0.68,0.61,4,227,3,technical,medium
0.6,0.72,3,181,2,technical,medium
0.93,0.44,5,190,5,technical,medium
0.58,0.49,2,107,3,technical,medium
0.61,0.96,4,161,3,technical,medium
0.74,0.71,4,243,3,technical,medium
0.88,0.91,3,157,2,technical,medium
0.94,0.8,6,147,3,technical,medium
0.44,0.46,3,121,3,technical,medium
0.73,0.52,3,274,2,technical,high
0.9,0.68,4,204,4,support,low
0.97,0.49,3,199,2,support,medium
0.86,0.96,5,246,3,support,medium
0.81,0.98,3,141,3,support,medium
0.24,0.76,6,213,4,support,medium
0.92,0.97,4,199,3,support,low
0.34,0.62,2,257,6,support,low
0.95,0.53,4,143,3,support,low
0.94,0.81,3,150,2,support,low
0.54,0.82,3,284,2,support,low
0.87,0.57,3,149,3,support,low
0.54,0.74,4,160,6,technical,low
0.75,0.49,4,208,4,technical,low
0.88,1,3,248,3,technical,medium
0.78,0.86,3,210,3,management,medium
0.88,0.71,5,219,2,IT,medium
0.51,0.94,4,155,3,IT,medium
0.31,0.7,4,182,3,IT,medium
0.22,1,6,244,3,IT,medium
0.56,0.83,5,157,3,IT,medium
0.38,0.63,2,182,2,product_mng,medium
0.56,0.47,5,185,4,product_mng,medium
0.55,0.9,4,206,3,product_mng,medium
0.74,0.99,4,156,3,product_mng,medium
0.64,0.92,5,211,2,IT,medium
0.69,0.91,6,247,6,RandD,medium
0.99,0.54,3,247,3,RandD,medium
0.66,0.75,4,235,3,RandD,medium
0.79,0.93,5,169,3,RandD,medium
0.92,0.54,3,246,3,RandD,medium
0.84,0.49,3,172,4,RandD,medium
0.31,0.59,4,218,5,marketing,medium
0.34,0.52,6,265,6,sales,medium
0.88,0.96,5,173,4,accounting,medium
0.8,0.84,3,195,3,support,medium
0.75,0.92,3,160,3,technical,medium
0.71,0.7,4,237,4,management,medium
0.66,0.49,3,206,2,marketing,medium
0.54,0.72,6,222,5,marketing,high
0.47,0.4,3,113,3,marketing,high
0.87,0.79,3,244,3,sales,high
0.9,0.52,3,162,2,sales,high
0.51,0.63,3,234,2,sales,high
0.62,0.71,4,168,2,sales,high
0.47,0.43,3,120,3,sales,high
0.59,0.94,5,274,2,sales,high
0.87,0.62,4,202,3,sales,high
0.59,0.97,3,209,3,sales,high
0.87,0.71,6,224,6,sales,high
0.89,0.93,3,168,2,sales,high
0.73,0.68,4,227,3,sales,low
0.79,0.98,3,217,3,sales,low
0.8,0.74,2,205,3,sales,low
0.73,0.89,5,223,3,sales,low
0.96,0.9,3,175,3,sales,low
0.66,0.96,3,175,2,sales,low
0.53,0.97,4,254,3,sales,low
0.86,0.56,5,215,2,sales,low
0.92,0.86,3,166,4,sales,low
0.31,0.95,5,205,3,accounting,low
0.69,0.73,4,233,2,accounting,low
0.7,0.83,3,189,3,accounting,low
0.63,0.74,4,202,3,hr,low
0.24,0.53,6,165,5,hr,low
0.13,0.94,4,213,5,hr,low
0.47,0.41,2,140,3,hr,medium
0.53,0.58,4,251,2,technical,medium
0.96,0.96,5,243,3,technical,medium
0.92,0.88,4,111,4,technical,medium
0.56,0.59,3,178,2,technical,medium
0.51,0.88,5,230,4,technical,medium
0.22,0.85,6,172,6,technical,medium
0.83,0.92,3,268,2,technical,medium
0.85,0.48,2,208,4,technical,medium
0.85,0.92,3,188,4,technical,medium
0.85,0.9,5,247,2,technical,medium
0.73,0.82,4,205,4,technical,medium
0.18,0.52,3,213,4,support,high
0.63,0.87,4,145,3,support,high
0.5,0.48,2,106,2,support,high
0.63,0.47,3,180,3,support,high
0.15,0.95,4,251,5,support,high
0.96,0.69,4,156,5,support,high
0.96,0.91,5,179,2,support,high
0.31,0.51,4,229,6,support,high
0.59,0.49,4,149,4,support,low
0.75,0.98,4,198,3,support,low
0.96,0.51,3,241,6,support,low
0.69,0.67,4,156,3,technical,low
0.92,0.89,3,220,2,technical,low
0.96,0.82,5,185,3,technical,low
0.67,0.7,4,222,3,management,low
0.49,0.56,3,221,3,IT,low
0.85,0.65,4,280,3,IT,medium
0.85,0.53,3,250,3,IT,medium
0.91,0.77,4,167,3,IT,medium
0.7,0.48,4,238,3,IT,medium
0.98,0.99,4,132,2,product_mng,medium
0.48,0.48,2,245,5,product_mng,medium
0.39,0.6,2,161,2,product_mng,medium
0.66,0.89,3,242,3,product_mng,medium
0.6,0.61,3,104,5,IT,medium
0.88,0.9,4,152,4,RandD,medium
0.85,0.83,3,226,2,RandD,medium
0.76,0.81,3,175,3,RandD,medium
1,0.67,5,241,4,RandD,medium
0.79,0.74,2,158,3,RandD,medium
0.63,0.52,5,226,4,marketing,medium
0.5,0.83,2,220,2,sales,medium
0.83,0.74,4,233,3,accounting,medium
0.71,0.81,3,141,3,support,medium
0.94,0.87,4,157,3,technical,medium
0.56,0.57,2,112,4,management,medium
0.78,0.71,4,216,2,marketing,medium
0.34,0.46,5,131,3,marketing,medium
0.62,0.67,3,212,3,marketing,medium
0.82,0.74,3,163,2,sales,high
0.42,0.5,2,151,3,sales,low
0.51,0.79,3,137,3,sales,medium
0.63,0.78,2,158,5,sales,medium
0.43,0.81,3,102,3,sales,medium
0.5,0.49,5,256,3,sales,medium
0.81,0.87,4,203,2,sales,medium
0.63,0.7,5,177,2,sales,medium
0.86,0.7,4,197,3,sales,medium
0.92,0.91,3,202,2,sales,medium
0.72,0.78,3,229,2,sales,medium
0.78,0.63,4,181,2,sales,medium
0.76,0.65,3,254,2,sales,low
0.84,0.63,2,162,3,sales,low
0.78,0.54,4,102,3,sales,low
0.57,0.59,4,197,3,sales,low
0.15,0.42,3,98,3,sales,low
0.69,0.77,3,232,2,sales,low
0.73,0.6,3,252,4,sales,low
0.96,0.54,5,161,3,accounting,high
0.91,0.78,4,169,4,accounting,low
0.58,0.97,2,216,3,accounting,high
0.84,0.56,3,266,3,hr,high
0.51,0.58,3,141,3,hr,low
0.71,0.95,4,249,3,hr,low
0.63,0.82,5,268,3,hr,high
0.66,0.51,3,192,3,technical,low
0.5,0.8,6,201,5,technical,medium
0.56,0.89,3,163,3,technical,high
0.57,0.46,3,167,4,technical,medium
0.7,0.65,5,202,3,technical,medium
0.84,0.62,5,245,4,technical,medium
0.33,0.59,3,243,2,technical,medium
0.64,0.94,3,204,2,technical,high
0.93,0.54,4,239,2,technical,medium
1,0.58,4,229,2,technical,medium
0.91,0.49,3,213,4,technical,medium
0.56,0.59,5,254,4,support,high
0.62,0.52,6,253,4,support,medium
0.98,0.68,4,253,3,support,high
0.96,0.85,5,211,4,support,low
0.61,0.99,5,98,2,support,medium
0.92,0.66,4,133,3,support,medium
0.58,0.67,5,265,3,support,medium
0.47,0.49,2,112,3,support,medium
0.87,0.7,3,224,3,support,low
0.8,0.64,5,180,2,support,low
0.54,0.53,3,203,2,support,low
0.14,0.83,6,275,6,technical,low
0.98,0.76,5,168,3,technical,low
0.13,0.58,4,203,4,technical,low
0.64,0.81,3,209,3,management,low
0.91,0.75,3,166,2,IT,low
0.24,0.71,3,187,5,IT,low
0.34,0.42,6,287,5,IT,low
0.51,0.85,2,248,4,IT,high
0.91,0.7,3,193,2,IT,low
0.86,0.9,4,162,3,product_mng,low
1,0.61,3,188,4,product_mng,low
0.37,0.41,6,101,3,product_mng,low
0.46,0.73,6,256,4,product_mng,high
0.86,0.8,5,134,2,IT,low
0.36,0.68,2,126,4,marketing,high
0.52,0.93,2,243,3,accounting,high
0.51,0.73,3,205,4,accounting,high
0.69,0.94,5,259,2,IT,medium
0.67,0.5,5,219,3,IT,medium
0.6,0.99,5,161,3,management,high
0.71,0.57,3,207,3,marketing,medium
0.65,0.79,3,201,3,sales,high
0.48,0.92,3,234,3,accounting,medium
0.67,0.58,4,158,3,support,medium
0.68,0.63,5,185,4,technical,medium
0.74,0.85,3,176,3,management,medium
0.9,0.77,5,163,3,marketing,medium
0.67,0.83,3,171,3,marketing,medium
0.64,0.66,5,163,4,marketing,medium
0.54,0.87,4,163,3,sales,medium
0.6,0.73,2,180,2,sales,high
0.72,0.67,3,243,3,sales,low
0.97,0.49,4,213,2,sales,medium
0.99,0.89,3,273,2,sales,medium
0.75,0.93,4,195,3,sales,medium
0.84,0.98,4,246,3,sales,medium
0.76,0.5,3,196,3,sales,medium
0.96,0.51,5,205,2,sales,medium
0.12,0.81,4,287,6,sales,medium
0.54,0.79,3,211,3,sales,medium
0.69,0.98,3,261,4,sales,medium
0.77,0.71,5,204,3,sales,high
0.96,0.86,2,163,3,sales,low
0.53,0.62,4,162,2,sales,low
0.54,0.72,4,259,2,sales,low
0.89,0.64,4,151,5,sales,high
0.52,0.84,2,266,2,sales,low
0.29,0.65,5,110,5,sales,low
0.93,0.6,4,271,3,accounting,low
0.71,0.68,4,208,2,accounting,high
0.23,0.5,2,150,6,accounting,low
0.89,0.96,3,122,4,hr,low
0.51,0.5,4,246,3,hr,low
0.27,0.64,2,188,3,hr,low
0.9,0.53,3,167,3,hr,low
0.88,0.57,4,261,4,technical,low
0.91,0.83,4,235,3,technical,low
0.65,0.63,4,199,2,technical,medium
0.68,0.5,4,166,4,technical,medium
0.58,0.63,4,272,3,technical,medium
0.68,0.62,3,158,3,technical,medium
0.59,0.76,3,264,3,technical,medium
0.56,0.57,5,274,3,technical,medium
0.74,0.44,5,169,3,technical,medium
0.5,0.91,4,148,2,technical,medium
0.85,0.65,4,162,2,technical,medium
0.57,0.48,5,221,3,support,medium
0.89,0.58,3,167,3,support,medium
0.76,0.66,5,206,2,support,medium
0.96,0.7,3,169,3,support,high
0.81,0.68,4,179,3,support,low
0.79,0.85,4,100,6,support,medium
